Customer Reference ID,Item Purchased,Purchase Amount (USD),Date Purchase,Review Rating,Payment Method
4068,Socks,60.0,14-10-2022,1.1,Credit Card
3999,Sneakers,149.0,15-09-2023,,Credit Card
4037,Skirt,72.0,17-01-2023,,Credit Card
3995,Jacket,16.0,15-04-2023,2.5,Credit Card
4099,Swimsuit,98.0,21-04-2023,2.9,Credit Card
4119,Loafers,187.0,23-12-2022,4.7,Credit Card
4069,Jumpsuit,95.0,22-10-2022,3.1,Cash
4005,Jeans,198.0,22-06-2023,3.0,Credit Card
3995,Boots,36.0,10-04-2023,4.5,Credit Card
3970,Cardigan,70.0,07-07-2023,3.8,Credit Card
4015,Coat,25.0,12-07-2023,3.4,Credit Card
4003,Polo Shirt,46.0,24-04-2023,3.3,Credit Card
3966,Skirt,33.0,17-09-2023,1.4,Credit Card
4023,Scarf,143.0,19-08-2023,3.5,Credit Card
3998,Loafers,105.0,22-09-2023,2.1,Cash
4076,T-shirt,31.0,12-10-2022,2.2,Cash
4068,Tunic,139.0,04-09-2023,2.3,Credit Card
4083,Socks,29.0,02-07-2023,2.4,Credit Card
3967,Sun Hat,25.0,05-07-2023,4.3,Cash
4070,Socks,43.0,08-10-2022,2.6,Cash
4048,Handbag,76.0,18-12-2022,2.7,Cash
4100,Dress,110.0,20-04-2023,4.1,Cash
4081,Boots,198.0,15-03-2023,1.6,Cash
4074,Sneakers,125.0,21-12-2022,2.2,Credit Card
4083,Hoodie,29.0,09-08-2023,2.4,Credit Card
3985,Sunglasses,44.0,24-09-2023,2.3,Credit Card
3994,Sunglasses,159.0,24-03-2023,3.3,Cash
3980,Onesie,90.0,23-02-2023,4.2,Cash
4009,Dress,147.0,21-09-2023,1.7,Cash
4029,Sweater,63.0,13-05-2023,3.0,Cash
4003,Leggings,128.0,30-09-2023,2.9,Credit Card
4000,Hoodie,40.0,05-08-2023,3.3,Credit Card
4026,T-shirt,87.0,14-01-2023,2.0,Cash
4101,Raincoat,188.0,31-01-2023,4.3,Credit Card
4106,Tunic,65.0,26-03-2023,1.0,Cash
4011,Cardigan,93.0,03-05-2023,4.7,Cash
3958,Trench Coat,101.0,12-01-2023,3.3,Credit Card
4091,Socks,22.0,30-10-2022,3.3,Cash
4103,Leggings,76.0,07-01-2023,1.2,Cash
4003,Tunic,54.0,07-08-2023,4.9,Cash
3976,Camisole,125.0,04-03-2023,1.5,Cash
4020,Raincoat,150.0,13-02-2023,2.4,Cash
4084,Blouse,128.0,12-10-2022,1.2,Cash
4041,Umbrella,41.0,18-06-2023,2.1,Cash
4029,Trousers,66.0,11-05-2023,1.8,Credit Card
4057,Poncho,105.0,23-10-2022,,Credit Card
4052,Trench Coat,175.0,17-06-2023,3.5,Credit Card
3984,Trench Coat,29.0,14-07-2023,3.5,Cash
3964,Jeans,123.0,03-08-2023,3.2,Credit Card
3977,Slippers,33.0,27-12-2022,1.9,Credit Card
4074,Pajamas,94.0,23-10-2022,4.3,Credit Card
4073,Slippers,22.0,01-12-2022,1.4,Cash
4025,Cardigan,195.0,25-09-2023,2.9,Credit Card
4109,Coat,17.0,12-08-2023,,Cash
3958,Pants,119.0,18-11-2022,1.9,Credit Card
3968,Overalls,57.0,21-09-2023,1.9,Credit Card
4116,Hoodie,124.0,20-08-2023,2.0,Credit Card
4072,Handbag,18.0,23-02-2023,3.3,Cash
4040,Hoodie,167.0,23-01-2023,2.5,Cash
4102,Romper,85.0,11-11-2022,1.4,Credit Card
3990,Gloves,150.0,18-11-2022,,Credit Card
4011,Scarf,32.0,12-01-2023,2.8,Cash
3969,Umbrella,45.0,15-09-2023,2.5,Cash
4121,Backpack,174.0,15-12-2022,2.5,Credit Card
4029,Pants,144.0,19-04-2023,2.1,Cash
4039,Jumpsuit,149.0,13-04-2023,3.0,Cash
3971,Romper,107.0,22-11-2022,3.1,Credit Card
3975,Coat,101.0,20-11-2022,3.0,Credit Card
4097,Trench Coat,134.0,22-03-2023,4.4,Credit Card
4111,Flannel Shirt,154.0,04-07-2023,2.5,Credit Card
4054,Camisole,109.0,20-02-2023,3.4,Credit Card
3980,Loafers,16.0,12-07-2023,2.5,Credit Card
4059,Backpack,66.0,24-03-2023,1.8,Credit Card
4002,Jumpsuit,81.0,26-10-2022,2.2,Cash
4059,Bowtie,145.0,24-12-2022,1.1,Credit Card
3979,Blouse,159.0,24-04-2023,2.0,Credit Card
3962,Trousers,50.0,02-02-2023,2.8,Credit Card
3998,Swimsuit,78.0,03-09-2023,2.5,Credit Card
4056,Flip-Flops,198.0,02-12-2022,3.9,Cash
4029,Dress,66.0,02-08-2023,1.9,Credit Card
4122,Romper,109.0,02-09-2023,5.0,Cash
3996,Jumpsuit,54.0,26-04-2023,1.7,Credit Card
4033,Pajamas,198.0,02-03-2023,4.2,Credit Card
4082,Boots,161.0,22-05-2023,4.9,Credit Card
4036,Flip-Flops,155.0,11-09-2023,,Cash
4111,Loafers,154.0,22-12-2022,1.4,Credit Card
3990,Jacket,136.0,16-12-2022,1.2,Cash
4048,Pants,54.0,11-10-2022,,Credit Card
3981,Sunglasses,33.0,11-03-2023,2.8,Cash
4088,Kimono,15.0,05-08-2023,4.7,Credit Card
4008,Skirt,10.0,30-05-2023,2.2,Credit Card
4082,T-shirt,167.0,14-09-2023,1.9,Cash
4071,Pants,43.0,05-10-2022,,Credit Card
4056,Jumpsuit,55.0,02-06-2023,,Cash
4078,Blazer,92.0,03-06-2023,4.1,Credit Card
4110,Kimono,46.0,01-10-2023,4.6,Cash
4065,Skirt,144.0,21-02-2023,4.2,Cash
3980,Overalls,28.0,02-03-2023,3.9,Cash
4065,Leggings,179.0,04-06-2023,,Credit Card
4051,Coat,35.0,24-09-2023,4.3,Cash
4114,Cardigan,92.0,31-10-2022,1.5,Cash
4118,Sneakers,173.0,14-09-2023,2.0,Credit Card
4066,Sunglasses,176.0,11-12-2022,,Credit Card
3980,Swimsuit,191.0,25-08-2023,4.1,Cash
3967,Raincoat,187.0,10-01-2023,1.1,Credit Card
4088,Hoodie,167.0,11-11-2022,1.2,Credit Card
4044,Jacket,67.0,17-05-2023,1.2,Cash
4075,Hat,54.0,03-11-2022,1.5,Cash
4014,Romper,197.0,27-02-2023,4.3,Credit Card
4122,Jumpsuit,42.0,19-04-2023,2.1,Cash
4091,Onesie,156.0,22-07-2023,4.0,Credit Card
4118,Sandals,155.0,24-03-2023,,Cash
4091,Bowtie,166.0,24-07-2023,4.2,Credit Card
3978,Backpack,154.0,18-02-2023,2.6,Credit Card
4076,Shorts,94.0,07-06-2023,4.8,Cash
4068,Sunglasses,70.0,18-04-2023,2.4,Credit Card
3977,Kimono,91.0,28-04-2023,3.9,Credit Card
4033,Swimsuit,32.0,28-04-2023,2.6,Credit Card
3995,Cardigan,181.0,02-01-2023,3.0,Credit Card
3989,Vest,95.0,06-02-2023,1.8,Credit Card
4033,Tie,77.0,18-03-2023,2.5,Credit Card
4020,Flip-Flops,187.0,26-09-2023,3.4,Credit Card
4066,Blouse,37.0,12-04-2023,2.3,Credit Card
4032,Bowtie,22.0,03-10-2022,1.1,Credit Card
4102,Swimsuit,197.0,06-04-2023,3.6,Cash
3969,Trench Coat,52.0,28-01-2023,4.5,Credit Card
4098,Flip-Flops,136.0,08-10-2022,4.0,Cash
3976,Leggings,99.0,11-12-2022,2.2,Credit Card
3968,Swimsuit,35.0,16-04-2023,1.1,Cash
4088,Hoodie,157.0,08-11-2022,2.8,Cash
3984,Umbrella,185.0,02-07-2023,2.9,Credit Card
4087,Tie,125.0,05-03-2023,4.5,Cash
4062,Bowtie,85.0,07-12-2022,,Cash
4075,Umbrella,36.0,07-06-2023,2.2,Credit Card
4047,Backpack,197.0,05-10-2022,2.7,Cash
4106,Poncho,33.0,18-04-2023,2.9,Credit Card
3977,Boots,167.0,23-06-2023,4.5,Credit Card
4085,Tank Top,190.0,25-04-2023,2.4,Cash
3986,T-shirt,52.0,20-03-2023,5.0,Credit Card
4075,Pants,121.0,28-10-2022,3.8,Credit Card
4057,Pajamas,58.0,23-10-2022,,Cash
3968,Coat,151.0,22-04-2023,4.2,Credit Card
3978,Sunglasses,196.0,22-04-2023,3.5,Cash
4063,Vest,179.0,01-02-2023,1.2,Credit Card
4033,Jacket,70.0,12-05-2023,1.5,Cash
4107,Pajamas,150.0,09-04-2023,1.1,Credit Card
4073,Overalls,49.0,24-10-2022,3.9,Cash
4044,Overalls,170.0,15-11-2022,3.9,Credit Card
4004,Overalls,61.0,29-08-2023,1.6,Credit Card
4004,Polo Shirt,173.0,09-05-2023,2.6,Cash
3977,Overalls,30.0,15-02-2023,,Cash
4111,Skirt,39.0,06-10-2022,4.8,Cash
4023,Hoodie,111.0,17-08-2023,3.3,Cash
3984,Hat,179.0,08-07-2023,4.3,Credit Card
4068,Camisole,174.0,29-07-2023,3.2,Cash
4093,Skirt,57.0,02-12-2022,4.7,Credit Card
3961,Vest,107.0,07-10-2022,,Credit Card
3958,Jumpsuit,124.0,20-01-2023,,Cash
3986,Socks,77.0,24-10-2022,1.3,Credit Card
3960,Vest,78.0,01-08-2023,4.9,Cash
4000,Trousers,48.0,01-12-2022,3.0,Credit Card
4079,Jacket,180.0,25-12-2022,,Cash
4060,Trousers,148.0,31-01-2023,4.9,Credit Card
4111,Loafers,160.0,25-08-2023,4.8,Cash
4081,Kimono,25.0,16-10-2022,3.2,Cash
4034,Scarf,143.0,14-12-2022,4.3,Credit Card
4115,Tank Top,147.0,06-04-2023,3.7,Cash
4114,Poncho,131.0,10-12-2022,3.7,Cash
4049,Onesie,70.0,13-10-2022,3.4,Credit Card
4058,Shorts,30.0,09-08-2023,4.2,Credit Card
4034,Sneakers,192.0,13-02-2023,2.0,Cash
3989,Dress,142.0,21-12-2022,4.8,Cash
3991,Polo Shirt,183.0,19-09-2023,4.9,Credit Card
3960,Pants,47.0,12-01-2023,1.2,Cash
3985,Pants,54.0,09-04-2023,4.3,Cash
3961,Handbag,52.0,20-07-2023,4.4,Credit Card
4005,Scarf,59.0,29-05-2023,4.8,Cash
4010,Sunglasses,184.0,03-08-2023,,Cash
4080,Dress,170.0,07-04-2023,2.5,Credit Card
4018,Jumpsuit,91.0,28-11-2022,1.3,Cash
4068,Pajamas,27.0,23-07-2023,2.9,Cash
4094,Swimsuit,151.0,05-01-2023,4.6,Cash
4005,Belt,80.0,20-04-2023,4.3,Cash
3979,Onesie,13.0,23-10-2022,2.9,Cash
4034,Scarf,169.0,27-10-2022,,Cash
4075,Sweater,117.0,17-08-2023,1.5,Cash
4065,Tunic,159.0,24-10-2022,2.6,Cash
3962,Umbrella,35.0,09-12-2022,2.1,Credit Card
3986,Belt,154.0,27-05-2023,1.7,Cash
3999,Sneakers,83.0,29-03-2023,2.3,Cash
3996,Sandals,98.0,11-06-2023,1.3,Credit Card
4070,Handbag,77.0,02-03-2023,,Cash
4081,Hat,134.0,05-09-2023,1.0,Cash
4077,Hoodie,131.0,15-03-2023,3.0,Cash
4072,Jacket,46.0,18-02-2023,4.2,Cash
4106,Sneakers,184.0,20-08-2023,5.0,Credit Card
4019,Vest,19.0,31-07-2023,,Cash
4008,Hoodie,94.0,11-12-2022,1.5,Cash
4032,Blazer,22.0,24-10-2022,2.5,Credit Card
4102,Romper,78.0,14-03-2023,4.3,Cash
4057,Bowtie,15.0,25-02-2023,3.3,Cash
3970,Tie,87.0,14-07-2023,,Cash
4042,Flannel Shirt,135.0,07-08-2023,2.3,Credit Card
3959,Scarf,185.0,23-02-2023,,Credit Card
4118,Sandals,44.0,25-02-2023,4.3,Credit Card
4067,Hat,200.0,19-03-2023,1.7,Cash
4063,Sweater,92.0,25-01-2023,5.0,Credit Card
4083,Hoodie,116.0,22-06-2023,3.4,Credit Card
4105,Belt,32.0,17-11-2022,3.1,Credit Card
4098,Tunic,114.0,14-07-2023,,Cash
4031,Blazer,142.0,10-10-2022,2.0,Credit Card
3966,Coat,24.0,20-08-2023,3.8,Cash
4081,Socks,50.0,16-07-2023,,Credit Card
4081,Tie,113.0,09-07-2023,,Cash
4108,Onesie,155.0,19-04-2023,4.2,Credit Card
4016,Coat,24.0,30-03-2023,4.2,Cash
3972,Tank Top,126.0,30-06-2023,4.9,Cash
3961,Raincoat,60.0,24-02-2023,1.6,Credit Card
4065,Tank Top,128.0,23-02-2023,1.3,Credit Card
4104,Sunglasses,172.0,20-03-2023,1.5,Credit Card
4037,Pajamas,184.0,23-04-2023,2.8,Credit Card
3973,Sun Hat,162.0,21-12-2022,3.8,Cash
4025,Loafers,131.0,26-12-2022,3.9,Cash
4122,Socks,99.0,03-08-2023,1.5,Cash
4063,Jacket,76.0,18-09-2023,4.8,Credit Card
4078,Camisole,186.0,09-04-2023,3.4,Cash
4122,Pants,64.0,13-08-2023,,Cash
4045,Leggings,175.0,12-06-2023,,Credit Card
4071,Wallet,62.0,28-10-2022,2.0,Credit Card
4068,Camisole,114.0,12-03-2023,3.0,Credit Card
3962,Poncho,184.0,25-09-2023,2.6,Cash
4030,Camisole,175.0,14-04-2023,2.3,Credit Card
4077,T-shirt,67.0,30-01-2023,4.7,Credit Card
4045,Pants,88.0,29-04-2023,3.8,Credit Card
4069,Overalls,191.0,23-11-2022,,Credit Card
4016,Pants,118.0,05-05-2023,4.8,Cash
4086,Kimono,99.0,12-12-2022,2.9,Cash
4013,Leggings,65.0,09-03-2023,1.6,Cash
4107,Shorts,183.0,06-07-2023,2.0,Credit Card
4043,Umbrella,169.0,06-05-2023,4.8,Cash
4111,Tie,36.0,17-10-2022,3.9,Credit Card
3990,Flannel Shirt,105.0,07-10-2022,3.8,Cash
4032,Camisole,162.0,02-03-2023,2.5,Cash
4056,T-shirt,86.0,19-05-2023,,Cash
4063,Bowtie,133.0,25-08-2023,4.3,Credit Card
4077,Handbag,173.0,05-05-2023,3.6,Credit Card
3998,Bowtie,80.0,27-04-2023,3.0,Cash
4116,Handbag,192.0,10-10-2022,4.6,Cash
4010,Slippers,176.0,08-12-2022,3.4,Cash
4029,Skirt,48.0,10-01-2023,2.7,Cash
3979,Dress,71.0,31-03-2023,4.2,Credit Card
4080,Scarf,163.0,03-11-2022,3.9,Cash
3990,Poncho,91.0,07-04-2023,3.2,Credit Card
4001,Socks,194.0,17-06-2023,1.2,Credit Card
3997,Tank Top,85.0,15-10-2022,4.2,Credit Card
4112,Polo Shirt,117.0,07-11-2022,4.5,Cash
4082,Jumpsuit,198.0,11-04-2023,4.7,Credit Card
4063,Loafers,156.0,15-09-2023,3.4,Credit Card
4083,Pajamas,97.0,04-10-2022,2.2,Credit Card
4034,Scarf,66.0,05-11-2022,1.2,Cash
4017,Raincoat,173.0,15-05-2023,4.6,Cash
4010,Scarf,181.0,27-01-2023,2.1,Credit Card
4099,Socks,86.0,14-09-2023,1.2,Credit Card
3969,Umbrella,178.0,23-08-2023,2.8,Credit Card
3961,Sunglasses,56.0,17-11-2022,2.7,Cash
4048,T-shirt,130.0,06-05-2023,4.2,Cash
4048,Swimsuit,153.0,19-11-2022,2.7,Cash
3997,Jeans,56.0,12-03-2023,4.8,Credit Card
4001,Blazer,95.0,06-05-2023,3.6,Credit Card
4085,Blazer,66.0,29-10-2022,3.4,Cash
3965,Trench Coat,200.0,28-03-2023,,Cash
3973,Shorts,117.0,28-06-2023,1.9,Cash
4043,Tank Top,94.0,15-05-2023,2.2,Cash
4067,Kimono,159.0,21-07-2023,1.9,Cash
3986,Backpack,40.0,02-11-2022,3.2,Cash
4115,Overalls,172.0,11-04-2023,3.2,Cash
4015,Tie,168.0,07-12-2022,3.7,Credit Card
4100,Raincoat,138.0,09-02-2023,4.8,Credit Card
4081,Polo Shirt,145.0,09-11-2022,4.0,Credit Card
4023,Belt,23.0,17-01-2023,3.6,Credit Card
4044,Flannel Shirt,48.0,04-02-2023,2.7,Credit Card
3968,Trousers,114.0,18-03-2023,1.4,Cash
4099,Shorts,127.0,08-03-2023,2.2,Cash
3995,Overalls,56.0,19-07-2023,,Credit Card
4088,Belt,134.0,14-02-2023,4.5,Cash
4111,Swimsuit,55.0,30-10-2022,1.0,Cash
3983,Hat,24.0,30-09-2023,4.1,Credit Card
4069,Loafers,53.0,14-02-2023,1.5,Credit Card
4074,Coat,50.0,07-04-2023,1.5,Credit Card
3985,Polo Shirt,32.0,19-01-2023,4.1,Credit Card
4113,Pajamas,119.0,15-09-2023,2.1,Credit Card
4113,Cardigan,132.0,14-03-2023,,Credit Card
3983,Wallet,19.0,22-09-2023,2.4,Cash
4100,Tank Top,197.0,29-05-2023,1.8,Cash
3967,Umbrella,13.0,27-07-2023,3.9,Credit Card
4086,Belt,145.0,29-10-2022,3.5,Cash
3999,Cardigan,170.0,25-05-2023,1.6,Cash
4118,Tank Top,67.0,04-12-2022,3.1,Cash
3987,Flip-Flops,98.0,22-07-2023,1.8,Cash
4009,Skirt,36.0,11-11-2022,4.0,Cash
4049,Hoodie,160.0,27-08-2023,2.4,Cash
3997,Skirt,26.0,27-06-2023,4.0,Cash
4031,Hoodie,86.0,24-08-2023,3.0,Cash
4070,Backpack,126.0,23-07-2023,1.8,Credit Card
4086,Jeans,162.0,01-07-2023,3.5,Cash
4084,Flip-Flops,121.0,23-04-2023,4.0,Cash
3982,Tie,44.0,12-05-2023,,Credit Card
3996,Skirt,135.0,04-03-2023,1.9,Credit Card
4122,Kimono,58.0,27-04-2023,4.7,Credit Card
4042,Tunic,113.0,19-01-2023,3.6,Cash
3988,Polo Shirt,43.0,20-03-2023,1.0,Cash
4008,Skirt,15.0,18-04-2023,5.0,Credit Card
4069,Handbag,53.0,04-12-2022,3.6,Credit Card
3958,Trench Coat,19.0,30-01-2023,4.4,Cash
4019,Slippers,173.0,09-01-2023,,Cash
4078,Dress,146.0,16-03-2023,3.4,Credit Card
4044,Wallet,162.0,08-08-2023,1.5,Credit Card
4030,Cardigan,179.0,12-06-2023,3.0,Credit Card
4000,Scarf,22.0,19-08-2023,3.5,Credit Card
3978,Gloves,116.0,10-09-2023,,Credit Card
4025,Jumpsuit,41.0,15-07-2023,2.3,Cash
4052,Overalls,131.0,25-05-2023,4.3,Credit Card
4063,Sun Hat,62.0,22-04-2023,4.4,Credit Card
4049,Pajamas,171.0,09-07-2023,,Credit Card
4019,Socks,35.0,11-04-2023,2.0,Cash
3995,Onesie,79.0,18-09-2023,1.6,Credit Card
4092,Shorts,189.0,29-05-2023,2.6,Credit Card
4015,Overalls,36.0,05-01-2023,1.3,Cash
3992,Tie,168.0,03-02-2023,2.2,Credit Card
4049,Swimsuit,143.0,14-02-2023,,Cash
3964,Gloves,101.0,04-02-2023,2.3,Cash
4070,Trench Coat,85.0,05-10-2022,1.7,Credit Card
3959,Sneakers,63.0,22-11-2022,2.1,Cash
4089,Wallet,133.0,17-07-2023,3.2,Credit Card
3974,Sandals,10.0,05-01-2023,4.4,Cash
4059,Boots,136.0,04-04-2023,4.6,Cash
3972,Dress,195.0,02-02-2023,2.1,Cash
4057,T-shirt,75.0,21-01-2023,,Cash
3966,Jeans,126.0,07-01-2023,,Credit Card
4121,Pants,85.0,14-12-2022,3.4,Cash
3995,Swimsuit,22.0,20-09-2023,2.9,Credit Card
4090,Leggings,183.0,04-06-2023,1.3,Credit Card
4032,Trousers,199.0,18-01-2023,3.6,Cash
4059,Sunglasses,21.0,09-12-2022,1.1,Credit Card
4037,Sun Hat,94.0,27-04-2023,3.0,Cash
4045,Vest,122.0,27-02-2023,1.0,Cash
3959,Socks,78.0,11-02-2023,2.1,Cash
4028,Flip-Flops,33.0,22-10-2022,4.1,Cash
4092,Backpack,97.0,05-01-2023,3.2,Credit Card
3994,Sweater,126.0,09-12-2022,3.7,Credit Card
4060,Sunglasses,108.0,15-03-2023,3.1,Cash
4071,Belt,132.0,01-02-2023,2.6,Credit Card
4121,Blouse,176.0,24-12-2022,4.6,Cash
4009,Handbag,52.0,22-04-2023,2.0,Cash
4116,Camisole,25.0,12-04-2023,3.6,Credit Card
4115,Hat,50.0,14-08-2023,4.9,Cash
4045,Leggings,133.0,01-09-2023,1.5,Cash
4060,Flannel Shirt,183.0,05-01-2023,3.6,Cash
4007,Coat,166.0,11-02-2023,3.7,Cash
4034,Belt,101.0,25-12-2022,1.2,Credit Card
3978,Gloves,185.0,14-05-2023,4.0,Cash
3966,Skirt,196.0,01-06-2023,3.7,Cash
4094,Romper,43.0,31-01-2023,1.9,Credit Card
4042,Blouse,134.0,16-08-2023,3.3,Credit Card
3989,Shorts,21.0,22-12-2022,1.1,Credit Card
4095,Sunglasses,13.0,02-07-2023,3.9,Credit Card
4029,Vest,183.0,24-03-2023,4.5,Credit Card
4011,Tunic,200.0,31-08-2023,2.6,Credit Card
3980,Handbag,154.0,13-12-2022,3.7,Credit Card
4087,Sandals,181.0,25-10-2022,1.8,Credit Card
4098,Sun Hat,142.0,10-12-2022,1.8,Cash
4036,Coat,189.0,01-02-2023,4.5,Credit Card
4090,Leggings,120.0,18-09-2023,3.6,Credit Card
4044,Scarf,73.0,03-01-2023,4.8,Credit Card
4119,Hoodie,179.0,13-10-2022,2.0,Credit Card
3997,Hoodie,108.0,23-07-2023,1.6,Credit Card
3964,Belt,166.0,07-02-2023,3.1,Credit Card
4108,Handbag,50.0,02-10-2022,2.1,Credit Card
4023,Jumpsuit,130.0,04-11-2022,4.1,Credit Card
4018,Slippers,52.0,06-05-2023,4.1,Cash
4065,Jeans,71.0,06-01-2023,2.2,Cash
4086,Flip-Flops,81.0,26-01-2023,1.8,Cash
3972,Polo Shirt,174.0,23-06-2023,2.1,Credit Card
4052,Hoodie,70.0,21-02-2023,2.8,Cash
4117,Pajamas,156.0,11-12-2022,2.5,Credit Card
4086,Jeans,137.0,18-01-2023,3.2,Cash
4047,Poncho,40.0,03-03-2023,1.6,Credit Card
3988,Camisole,200.0,12-06-2023,2.5,Cash
3969,Blouse,36.0,04-09-2023,1.4,Credit Card
3988,Overalls,19.0,07-11-2022,3.1,Credit Card
4071,Handbag,10.0,07-08-2023,2.6,Cash
4033,Handbag,164.0,31-07-2023,,Cash
4103,Jumpsuit,173.0,27-06-2023,1.4,Cash
3958,Raincoat,140.0,17-12-2022,2.0,Cash
4073,Hat,177.0,09-08-2023,4.8,Credit Card
4043,Boots,97.0,06-10-2022,4.4,Cash
4017,Backpack,23.0,11-09-2023,4.7,Credit Card
4105,Gloves,126.0,06-06-2023,3.5,Cash
4101,Blazer,168.0,20-03-2023,1.0,Credit Card
4117,Socks,193.0,15-03-2023,2.3,Credit Card
4093,Polo Shirt,193.0,14-11-2022,3.2,Credit Card
4109,Boots,34.0,19-03-2023,1.0,Cash
4016,Camisole,66.0,16-02-2023,1.4,Cash
4033,Pajamas,172.0,26-03-2023,4.2,Credit Card
4029,Jumpsuit,84.0,05-12-2022,3.5,Cash
4103,Sandals,105.0,19-04-2023,4.8,Cash
3992,Wallet,21.0,31-10-2022,2.4,Cash
4053,Sweater,136.0,16-05-2023,3.5,Cash
4020,Hoodie,194.0,13-05-2023,2.4,Cash
3983,Pants,75.0,20-07-2023,3.1,Cash
4040,Handbag,58.0,20-09-2023,2.7,Cash
4106,Handbag,65.0,16-08-2023,4.6,Cash
4006,Slippers,58.0,06-11-2022,4.5,Credit Card
4049,Skirt,37.0,13-01-2023,2.6,Cash
4073,Shorts,21.0,11-07-2023,1.3,Credit Card
3982,Overalls,182.0,23-01-2023,4.9,Credit Card
3994,Loafers,125.0,04-12-2022,1.5,Cash
4065,Shorts,160.0,17-10-2022,1.9,Credit Card
4062,Skirt,44.0,03-10-2022,,Cash
3977,Pants,11.0,21-04-2023,4.7,Cash
3980,Cardigan,22.0,24-02-2023,5.0,Cash
3972,Sandals,120.0,04-02-2023,4.6,Cash
4065,Hat,133.0,19-01-2023,1.4,Cash
3990,Hoodie,55.0,11-09-2023,3.4,Credit Card
4078,Jacket,54.0,20-12-2022,,Credit Card
4011,Kimono,42.0,04-01-2023,3.4,Credit Card
3976,Scarf,165.0,18-08-2023,2.9,Credit Card
4051,Vest,139.0,18-12-2022,1.7,Cash
4091,Skirt,117.0,06-12-2022,3.9,Cash
4060,Kimono,187.0,11-06-2023,3.0,Credit Card
4107,Jeans,80.0,20-05-2023,4.2,Credit Card
4100,Tie,97.0,29-05-2023,1.4,Credit Card
4089,Jacket,125.0,29-05-2023,1.9,Cash
4058,Kimono,45.0,21-01-2023,1.0,Credit Card
4024,Handbag,189.0,14-01-2023,4.7,Credit Card
4106,Jacket,141.0,09-11-2022,3.2,Credit Card
4084,Scarf,189.0,02-05-2023,4.0,Cash
4119,Umbrella,90.0,18-06-2023,3.3,Cash
4065,Tie,151.0,25-09-2023,1.8,Cash
4069,Pajamas,61.0,19-10-2022,1.9,Credit Card
4082,Leggings,192.0,23-04-2023,,Cash
4063,Handbag,98.0,25-04-2023,4.3,Cash
3998,Bowtie,43.0,03-03-2023,2.2,Cash
3993,Coat,176.0,03-06-2023,,Cash
4086,Hat,55.0,16-10-2022,3.5,Cash
3989,Blazer,187.0,16-05-2023,,Cash
4081,T-shirt,191.0,03-10-2022,3.9,Cash
3990,Wallet,132.0,14-07-2023,4.3,Cash
4088,Sunglasses,180.0,05-04-2023,3.8,Cash
4092,Handbag,182.0,28-10-2022,1.6,Cash
3987,Loafers,146.0,31-01-2023,1.7,Cash
4011,Dress,118.0,13-04-2023,,Credit Card
4073,Shorts,143.0,19-10-2022,4.4,Credit Card
3965,Raincoat,23.0,12-08-2023,1.3,Credit Card
3997,Onesie,61.0,11-03-2023,2.7,Credit Card
4100,Flip-Flops,51.0,27-12-2022,1.7,Credit Card
4051,Loafers,184.0,17-08-2023,3.9,Cash
3987,Polo Shirt,25.0,16-06-2023,3.1,Cash
4111,T-shirt,85.0,06-03-2023,3.4,Credit Card
4061,Coat,148.0,10-12-2022,3.3,Credit Card
3987,Poncho,36.0,26-02-2023,3.4,Credit Card
4051,Sandals,182.0,14-11-2022,1.9,Cash
4103,Shorts,67.0,21-10-2022,1.7,Credit Card
4031,Socks,153.0,25-08-2023,2.8,Cash
3967,Loafers,140.0,01-06-2023,3.4,Credit Card
4090,Jeans,188.0,29-09-2023,4.2,Cash
3996,Polo Shirt,180.0,03-03-2023,1.8,Cash
4052,Flannel Shirt,116.0,08-12-2022,1.4,Cash
4035,Trench Coat,185.0,12-06-2023,4.2,Credit Card
4052,Tunic,151.0,17-02-2023,1.2,Cash
4032,Scarf,61.0,12-09-2023,3.2,Cash
4081,Swimsuit,123.0,29-08-2023,3.6,Cash
3964,Shorts,172.0,12-05-2023,4.3,Credit Card
3993,Scarf,175.0,01-06-2023,,Cash
3993,Jeans,160.0,07-04-2023,4.5,Credit Card
4107,Leggings,164.0,18-06-2023,2.0,Credit Card
3969,Gloves,59.0,09-05-2023,3.2,Credit Card
4035,Hoodie,55.0,22-05-2023,,Credit Card
4029,Camisole,29.0,05-05-2023,1.3,Credit Card
4082,Sneakers,106.0,20-07-2023,1.2,Credit Card
3988,Onesie,77.0,10-05-2023,4.2,Credit Card
4046,Hoodie,75.0,09-10-2022,2.8,Credit Card
3968,Romper,49.0,04-02-2023,,Cash
4080,Backpack,162.0,27-04-2023,5.0,Credit Card
4036,Overalls,167.0,19-06-2023,,Credit Card
4101,Poncho,87.0,06-09-2023,,Cash
4072,Kimono,156.0,02-04-2023,1.1,Cash
4043,Belt,28.0,22-08-2023,1.1,Credit Card
4053,Trench Coat,91.0,26-04-2023,4.0,Cash
4078,Vest,57.0,13-02-2023,3.3,Cash
4112,Socks,139.0,30-04-2023,,Credit Card
3992,Hat,113.0,23-02-2023,,Cash
4119,Umbrella,64.0,19-05-2023,4.1,Credit Card
4074,Romper,94.0,15-02-2023,3.4,Cash
4072,Sneakers,65.0,12-03-2023,5.0,Credit Card
4071,Vest,168.0,02-08-2023,3.7,Cash
3995,Skirt,153.0,07-06-2023,3.0,Credit Card
